stamp,evaluation_active,agv1_wheel_left_raw,agv1_wheel_left_applied,agv1_wheel_left_actual,agv1_wheel_left_reported_limit,agv1_wheel_left_speed_limit_active,agv1_wheel_left_accel_limit_active,agv1_wheel_left_decel_limit_active,agv1_wheel_right_raw,agv1_wheel_right_applied,agv1_wheel_right_actual,agv1_wheel_right_reported_limit,agv1_wheel_right_speed_limit_active,agv1_wheel_right_accel_limit_active,agv1_wheel_right_decel_limit_active,agv2_wheel_left_raw,agv2_wheel_left_applied,agv2_wheel_left_actual,agv2_wheel_left_reported_limit,agv2_wheel_left_speed_limit_active,agv2_wheel_left_accel_limit_active,agv2_wheel_left_decel_limit_active,agv2_wheel_right_raw,agv2_wheel_right_applied,agv2_wheel_right_actual,agv2_wheel_right_reported_limit,agv2_wheel_right_speed_limit_active,agv2_wheel_right_accel_limit_active,agv2_wheel_right_decel_limit_active,agv3_wheel_left_raw,agv3_wheel_left_applied,agv3_wheel_left_actual,agv3_wheel_left_reported_limit,agv3_wheel_left_speed_limit_active,agv3_wheel_left_accel_limit_active,agv3_wheel_left_decel_limit_active,agv3_wheel_right_raw,agv3_wheel_right_applied,agv3_wheel_right_actual,agv3_wheel_right_reported_limit,agv3_wheel_right_speed_limit_active,agv3_wheel_right_accel_limit_active,agv3_wheel_right_decel_limit_active
1788412775.295368,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False
1788412775.305401,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False
1788412775.3153768,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False
1788412775.325402,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False
1788412775.3354807,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False
1788412775.345386,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False
1788412775.355378,False,0.0,0.0,0.0,0.08,False,False,False,0.0,0.0,0.0,0.08,False,False,False,1.3726816544992606e-06,1.3726816544992606e-06,0.0,0.08,False,False,False,1.6797546470796094e-06,1.6797546470796094e-06,0.0,0.08,False,False,False,1.6496203241757058e-06,1.6496203241757058e-06,0.0,0.08,False,False,False,1.4928266644388508e-06,1.4928266644388508e-06,0.0,0.08,False,False,False
1788412775.3653793,False,4.734210350889503e-06,-0.0,0.0,0.08,False,False,True,2.39884566483025e-06,-0.0,0.0,0.08,False,False,True,6.705631355044801e-06,6.705631355044801e-06,0.0,0.08,False,False,False,8.64470820674621e-06,8.64470820674621e-06,0.0,0.08,False,False,False,9.214648442502212e-06,9.214648442502212e-06,0.0,0.08,False,False,False,6.94911652499282e-06,6.94911652499282e-06,0.0,0.08,False,False,False
1788412775.375377,False,4.734210350889503e-06,4.734210350889503e-06,0.0,0.08,False,False,False,2.39884566483025e-06,2.39884566483025e-06,0.0,0.08,False,False,False,1.8500986228233122e-05,1.8500986228233122e-05,0.0,0.08,False,False,False,2.4552654073064337e-05,2.4552654073064337e-05,0.0,0.08,False,False,False,2.6899573415225432e-05,2.6899573415225432e-05,0.0,0.08,False,False,False,1.8855575200608784e-05,1.8855575200608784e-05,0.0,0.08,False,False,False
1788412775.3853762,False,4.2165401926308256e-05,4.2165401926308256e-05,0.0,0.08,False,False,False,2.2508260902445443e-05,2.2508260902445443e-05,0.0,0.08,False,False,False,3.9277535166075385e-05,3.9277535166075385e-05,0.0,0.08,False,False,False,5.2997534730369414e-05,5.2997534730369414e-05,0.0,0.08,False,False,False,5.894937578759806e-05,5.894937578759806e-05,0.0,0.08,False,False,False,3.9631831593992134e-05,3.9631831593992134e-05,0.0,0.08,False,False,False
1788412775.3953729,False,8.103684938571889e-05,8.103684938571889e-05,0.0,0.08,False,False,False,4.29323908483874e-05,4.29323908483874e-05,0.0,0.08,False,False,False,7.113827607395899e-05,7.113827607395899e-05,0.0,0.08,False,False,False,9.81687445422858e-05,9.81687445422858e-05,0.0,0.08,False,False,False,0.00010585748368194079,0.00010585748368194079,0.0,0.08,False,False,False,7.418874663972623e-05,7.418874663972623e-05,0.0,0.08,False,False,False
1788412775.4054487,False,0.00014042824260506506,0.00014042824260506506,0.0,0.08,False,False,False,7.598563775211824e-05,7.598563775211824e-05,0.0,0.08,False,False,False,0.00011703336290457629,0.00011703336290457629,0.0,0.08,False,False,False,0.00016253591673170953,0.00016253591673170953,0.0,0.08,False,False,False,0.00017616936560911967,0.00017616936560911967,0.0,0.08,False,False,False,0.0001216771674657152,0.0001216771674657152,0.0,0.08,False,False,False
1788412775.4154277,False,0.00014042824260506506,0.00014042824260506506,0.0,0.08,False,False,False,7.598563775211824e-05,7.598563775211824e-05,0.0,0.08,False,False,False,0.00017918431254498033,0.00017918431254498033,0.0,0.08,False,False,False,0.00024993122349579376,0.00024993122349579376,0.0,0.08,False,False,False,0.00027170222107866045,0.00027170222107866045,0.0,0.08,False,False,False,0.00018598493198759993,0.00018598493198759993,0.0,0.08,False,False,False
1788412775.4253805,False,0.00032340918630414706,0.00032340918630414706,0.0,0.08,False,False,False,0.00017598622539325603,0.00017598622539325603,0.0,0.08,False,False,False,0.00025814304361092136,0.00025814304361092136,0.0,0.08,False,False,False,0.00036553813518121637,0.00036553813518121637,0.0,0.08,False,False,False,0.0004104384877956778,0.0004104384877956778,0.0,0.08,False,False,False,0.00025943604516588073,0.00025943604516588073,0.0,0.08,False,False,False
1788412775.435412,False,0.00032340918630414706,0.00032340918630414706,0.0,0.08,False,False,False,0.00017598622539325603,0.00017598622539325603,0.0,0.08,False,False,False,0.0003595348075995634,0.0003595348075995634,0.0,0.08,False,False,False,0.0005099635503527848,0.0005099635503527848,0.0,0.08,False,False,False,0.0005731970403659826,0.0005731970403659826,0.0,0.08,False,False,False,0.00036107536005558423,0.00036107536005558423,0.0,0.08,False,False,False
1788412775.445418,False,0.0006106728164122877,0.0006106728164122877,0.0,0.08,False,False,False,0.00033094477327850135,0.00033094477327850135,0.0,0.08,False,False,False,0.00048377441518850615,0.00048377441518850615,0.0,0.08,False,False,False,0.0006866749974260909,0.0006866749974260909,0.0,0.08,False,False,False,0.0007721919602338226,0.0007721919602338226,0.0,0.08,False,False,False,0.0004856623189226116,0.0004856623189226116,0.0,0.08,False,False,False
1788412775.4554086,False,0.0006106728164122877,0.0006106728164122877,0.0,0.08,False,False,False,0.00033094477327850135,0.00033094477327850135,0.0,0.08,False,False,False,0.0006326646018753397,0.0006326646018753397,0.0,0.08,False,False,False,0.0008980834295131365,0.0008980834295131365,0.0,0.08,False,False,False,0.0010099364710543354,0.0010099364710543354,0.0,0.08,False,False,False,0.0006351025161211437,0.0006351025161211437,0.0,0.08,False,False,False
1788412775.4655106,False,0.0010297607966065962,0.0010297607966065962,0.0,0.08,False,False,False,0.000550430912257317,0.000550430912257317,0.0,0.08,False,False,False,0.0008153423406956379,0.0008153423406956379,0.0,0.08,False,False,False,0.001153094868641496,0.001153094868641496,0.0,0.08,False,False,False,0.0012571000444998068,0.0012571000444998068,0.0,0.08,False,False,False,0.0008413280417617145,0.0008413280417617145,0.0,0.08,False,False,False
1788412775.475372,False,0.0010297607966065962,0.0010297607966065962,0.0,0.08,False,False,False,0.000550430912257317,0.000550430912257317,0.0,0.08,False,False,False,0.0010194871402317534,0.0010194871402317534,0.0,0.08,False,False,False,0.001440748777502288,0.001440748777502288,0.00044688696962404904,0.08,False,False,False,0.0015698274079435223,0.0015698274079435223,0.0,0.08,False,False,False,0.0010522756503837671,0.0010522756503837671,0.0,0.08,False,False,False
1788412775.485511,False,0.0015872049916621873,0.0015872049916621873,0.0,0.08,False,False,False,0.0008490911806192798,0.0008490911806192798,0.0,0.08,False,False,False,0.0012644549569931136,0.0012644549569931136,0.0,0.08,False,False,False,0.0017679676551388577,0.0017679676551388577,0.0018060063564439314,0.08,False,False,False,0.0019160944515838939,0.0019160944515838939,0.0,0.08,False,False,False,0.001320864153701047,0.001320864153701047,0.0,0.08,False,False,False
1788412775.4955513,False,0.0019292621286225479,0.0019292621286225479,0.0,0.08,False,False,False,0.0010338749879674864,0.0010338749879674864,0.0,0.08,False,False,False,0.0015380351316226577,0.0015380351316226577,0.0,0.08,False,False,False,0.0021477441334160174,0.0021477441334160174,0.0004691833541345684,0.08,False,False,False,0.0023254321522434536,0.0023254321522434536,0.0,0.08,False,False,False,0.0016073472358152244,0.0016073472358152244,0.0,0.08,False,False,False
1788412775.5055363,False,0.0023230673323787815,0.0023230673323787815,0.0,0.08,False,False,False,0.001247145684474633,0.001247145684474633,0.0,0.08,False,False,False,0.001851877411872467,0.001851877411872467,0.0,0.08,False,False,False,0.002582292578023305,0.002582292578023305,0.0014954155927901435,0.08,False,False,False,0.002793077136162206,0.002793077136162206,0.0,0.08,False,False,False,0.001936760264779217,0.001936760264779217,0.0,0.08,False,False,False
1788412775.5154011,False,0.0023230673323787815,0.0023230673323787815,0.001372763681810753,0.08,False,False,False,0.001247145684474633,0.001247145684474633,0.0,0.08,False,False,False,0.0021971209984483573,0.0021971209984483573,0.0,0.08,False,False,False,0.0030589475161491245,0.0030589475161491245,0.001508085194372135,0.08,False,False,False,0.0033048317742813693,0.0033048317742813693,0.001379481254258549,0.08,False,False,False,0.0022992734353092315,0.0022992734353092315,0.0,0.08,False,False,False
1788412775.525516,False,0.0032437186957843876,0.0032437186957843876,0.0019998285103408507,0.08,False,False,False,0.0017500572668104632,0.0017500572668104632,0.0,0.08,False,False,False,0.002586057664302032,0.002586057664302032,0.0,0.08,False,False,False,0.0035943285785992258,0.0035943285785992258,0.014016174141056896,0.08,False,False,False,0.0038783831263631535,0.0038783831263631535,0.0038489231226280316,0.08,False,False,False,0.0027082550944266363,0.0027082550944266363,0.0,0.08,False,False,False
1788412775.5355425,False,0.0037827069018814196,0.0037827069018814196,0.0006856495711708565,0.08,False,False,False,0.0020546589660436375,0.0020546589660436375,0.0,0.08,False,False,False,0.0030884012496093845,0.0030884012496093845,0.001769135783861791,0.08,False,False,False,0.0041002439597912,0.0041002439597912,0.006528764899218474,0.08,False,False,False,0.004525063957472715,0.004525063957472715,0.015221810910275125,0.08,False,False,False,0.00315439620524586,0.00315439620524586,0.0,0.08,False,False,False
1788412775.5454233,False,0.004373605625247883,0.004373605625247883,0.008134372637958557,0.08,False,False,False,0.002377520363793394,0.002377520363793394,0.0,0.08,False,False,False,0.003567770513170793,0.003567770513170793,0.008720092831939587,0.08,False,False,False,0.00473044230869111,0.00473044230869111,-0.004338613666746224,0.08,False,False,False,0.005214134949228021,0.005214134949228021,0.02349639387226299,0.08,False,False,False,0.0036495394586342276,0.0036495394586342276,0.008667570136182546,0.08,False,False,False
1788412775.555404,False,0.00502410135790671,0.00502410135790671,0.003659441728580719,0.08,False,False,False,0.002738568946342547,0.002738568946342547,0.0,0.08,False,False,False,0.004096234509416931,0.004096234509416931,0.009936188727423028,0.08,False,False,False,0.005423132426975048,0.005423132426975048,-0.006012056371676288,0.08,False,False,False,0.005965934520346202,0.005965934520346202,0.004377430954829343,0.08,False,False,False,0.004192470212984451,0.004192470212984451,0.014183276279778195,0.08,False,False,False
1788412775.5654254,False,0.00581670654966554,0.00581670654966554,-0.0036155249316839598,0.08,False,False,False,0.0028138996056880153,0.0028138996056880153,0.003665500620364195,0.08,False,False,False,0.004594902285597396,0.004594902285597396,-0.002346412713917267,0.08,False,False,False,0.006326099145754915,0.006326099145754915,0.01810383008367994,0.08,False,False,False,0.006760049738569669,0.006760049738569669,-0.008273937348665994,0.08,False,False,False,0.004789874356080128,0.004789874356080128,0.004525949092740488,0.08,False,False,False
1788412775.5755422,False,0.00581670654966554,0.00581670654966554,-0.0041629271872805785,0.08,False,False,False,0.0028138996056880153,0.0028138996056880153,0.008029014373952136,0.08,False,False,False,0.005206923114806686,0.005206923114806686,0.0011504557944982557,0.08,False,False,False,0.007154237023509984,0.007154237023509984,0.009955709231945923,0.08,False,False,False,0.007631987366483616,0.007631987366483616,-0.003678580780551143,0.08,False,False,False,0.005431826961567904,0.005431826961567904,-0.003629547349574065,0.08,False,False,False
1788412775.5855246,False,0.0072831062784940335,0.0072831062784940335,0.017607399513067015,0.08,False,False,False,0.0035185165878180097,0.0035185165878180097,0.00026034422198321705,0.08,False,False,False,0.005865279040920095,0.005865279040920095,0.013331864736981443,0.08,False,False,False,0.008048807789811555,0.008048807789811555,-0.0034025315706762605,0.08,False,False,False,0.008577361728738827,0.008577361728738827,0.0268472882807961,0.08,False,False,False,0.006122597219967002,0.006122597219967002,0.009101785345666885,0.08,False,False,False
1788412775.5954888,False,0.0072831062784940335,0.0072831062784940335,0.011555387125566528,0.08,False,False,False,0.0035185165878180097,0.0035185165878180097,-4.699821666568125e-05,0.08,False,False,False,0.0065732694910761525,0.0065732694910761525,0.013727965967680559,0.08,False,False,False,0.009018306688105906,0.009018306688105906,0.0012490001387042333,0.08,False,False,False,0.009597680886911028,0.009597680886911028,0.013717526458643674,0.08,False,False,False,0.006883891189217076,0.006883891189217076,0.018488300625262452,0.08,False,False,False
1788412775.6054542,False,0.008946134140439627,0.008946134140439627,0.00039687464598032,0.08,False,False,False,0.004744616665847182,0.004744616665847182,0.0013551528105940267,0.08,False,False,False,0.007345950282122974,0.007345950282122974,-0.0006234148479419295,0.08,False,False,False,0.010061161835344836,0.010061161835344836,0.021406016484890995,0.08,False,False,False,0.010705961371939843,0.010705961371939843,-0.0056040324085645365,0.08,False,False,False,0.007677683043349633,0.007677683043349633,0.004169606192955351,0.08,False,False,False
1788412775.6154542,False,0.008946134140439627,0.008946134140439627,-0.0006052175024352722,0.08,False,False,False,0.004744616665847182,0.004744616665847182,0.010511108614557832,0.08,False,False,False,0.008171583853970158,0.008171583853970158,0.00972255005530941,0.08,False,False,False,0.011160888573722192,0.011160888573722192,0.0033428267405059184,0.08,False,False,False,0.011844758638936938,0.011844758638936938,-0.0056892944958125986,0.08,False,False,False,0.008531930990182252,0.008531930990182252,-0.004401743000035572,0.08,False,False,False
1788412775.6255078,False,0.011084862546081651,0.011084862546081651,0.02605229113868042,0.08,False,False,False,0.005905568930234877,0.005905568930234877,0.00021360971227061846,0.08,False,False,False,0.009046732007817417,0.009046732007817417,0.014125689143311613,0.08,False,False,False,0.012325297525738731,0.012325297525738731,0.0013819303695286988,0.08,False,False,False,0.013064518065952099,0.013064518065952099,0.026850134824025793,0.08,False,False,False,0.00946251733848107,0.00946251733848107,0.017362273674006844,0.08,False,False,False
1788412775.6353908,False,0.011084862546081651,0.011084862546081651,0.016337210005381346,0.08,False,False,False,0.005905568930234877,0.005905568930234877,0.0004545481839218255,0.08,False,False,False,0.009046732007817417,0.009046732007817417,0.004154946638476206,0.08,False,False,False,0.012325297525738731,0.012325297525738731,0.017445653498572123,0.08,False,False,False,0.014418625243719337,0.014418625243719337,0.01698744266513904,0.08,False,False,False,0.010486508976697093,0.010486508976697093,0.018897399844836425,0.08,False,False,False
1788412775.6454573,False,0.013448857583511307,0.013448857583511307,0.0047775727803518065,0.08,False,False,False,0.00724562038389711,0.00724562038389711,0.009997866557556117,0.08,False,False,False,0.009046732007817417,0.009046732007817417,0.014025099408328443,0.08,False,False,False,0.012325297525738731,0.012325297525738731,0.017203210459884988,0.08,False,False,False,0.015790311562524546,0.015790311562524546,-0.002191597602434737,0.08,False,False,False,0.011542241801138466,0.011542241801138466,0.005914995352992868,0.08,False,False,False
1788412775.6555045,False,0.014759803831014074,0.014759803831014074,0.008702310219546507,0.08,False,False,False,0.00797649960617205,0.00797649960617205,0.019656031025310154,0.08,False,False,False,0.009046732007817417,0.009046732007817417,0.027349039726297097,0.08,False,False,False,0.012325297525738731,0.012325297525738731,0.0005103100552909472,0.08,False,False,False,0.01723982377775123,0.01723982377775123,-0.0015598136913270665,0.08,False,False,False,0.012666284818121577,0.012666284818121577,0.001455058346804595,0.08,False,False,False
1788412775.6655395,False,0.016148176001434256,0.016148176001434256,0.03479307412883484,0.08,False,False,False,0.008752863812584014,0.008752863812584014,4.576936952170759e-05,0.08,False,False,False,0.009046732007817417,0.009046732007817417,0.023532978076907754,0.08,False,False,False,0.012325297525738731,0.012325297525738731,0.00805026626523199,0.08,False,False,False,0.018763025993944974,0.018763025993944974,0.03428053696832587,0.08,False,False,False,0.013856375528855654,0.013856375528855654,0.027932216446332165,0.08,False,False,False
1788412775.6754346,False,0.017615142134665744,0.017615142134665744,0.015733317831731996,0.08,False,False,False,0.009575445716422576,0.009575445716422576,0.009842182974043467,0.08,False,False,False,0.014629503083994383,0.013019683007817417,0.007465359147511031,0.08,False,True,False,0.01898250568408595,0.01629824852573873,0.03182836171949419,0.08,False,True,False,0.020359933750474908,0.020359933750474908,0.0303119773136956,0.08,False,False,False,0.015113479173487982,0.015113479173487982,0.03034009195627346,0.08,False,False,False
1788412775.6854458,False,0.019535045162398394,0.019535045162398394,0.0011094143627304993,0.08,False,False,False,0.009531567469455623,0.009531567469455623,0.030148485478867292,0.08,False,False,False,0.016335144128997465,0.016335144128997465,0.012917770119758804,0.08,False,False,False,0.019638735565775733,0.019638735565775733,-0.0037976727741450104,0.08,False,False,False,0.02134462618211137,0.02134462618211137,0.018409662249560647,0.08,False,False,False,0.016793823857297042,0.016793823857297042,0.007898975302709483,0.08,False,False,False
1788412775.6953764,False,0.019535045162398394,0.019535045162398394,0.007996063458449219,0.08,False,False,False,0.009531567469455623,0.009531567469455623,0.04109441144937996,0.08,False,False,False,0.017667582846223936,0.017667582846223936,0.024632525569350142,0.08,False,False,False,0.02121774425206423,0.02121774425206423,-0.0010896211711747233,0.08,False,False,False,0.022980378408529067,0.022980378408529067,0.0052853781290376845,0.08,False,False,False,0.018147346695694885,0.018147346695694885,9.751821863378287e-05,0.08,False,False,False
1788412775.7054126,False,0.022345835256115193,0.022345835256115193,0.03646890364142725,0.08,False,False,False,0.011683096275517195,0.011683096275517195,0.00044453661048631676,0.08,False,False,False,0.01898296541824304,0.01898296541824304,0.01774974915747145,0.08,False,False,False,0.022907027275522063,0.022907027275522063,0.026054955316220915,0.08,False,False,False,0.02552783929970754,0.02552783929970754,0.03548255532838195,0.08,False,False,False,0.019237704258499654,0.019237704258499654,0.03206673615710621,0.08,False,False,False
1788412775.7154112,False,0.022345835256115193,0.022345835256115193,0.02277035700929834,0.08,False,False,False,0.011683096275517195,0.011683096275517195,0.0049765093540443195,0.08,False,False,False,0.020458700492959437,0.020458700492959437,0.0013494139390483385,0.08,False,False,False,0.024665251301389548,0.024665251301389548,0.04148492119644212,0.08,False,False,False,0.02739798838702094,0.02739798838702094,0.03926790150325948,0.08,False,False,False,0.02075461917141424,0.02075461917141424,0.027575883305593296,0.08,False,False,False
1788412775.7254527,False,0.025770716794039576,0.025770716794039576,0.012788519126378295,0.08,False,False,False,0.013543141750161058,0.013543141750161058,0.021903805836293963,0.08,False,False,False,0.022283662955642745,0.022283662955642745,0.007961317218949356,0.08,False,False,False,0.026403941557258007,0.026403941557258007,0.005699993768423206,0.08,False,False,False,0.028617922488067018,0.028617922488067018,0.015556899918194105,0.08,False,False,False,0.022374080258071073,0.022374080258071073,0.011806205741552542,0.08,False,False,False
1788412775.7354236,False,0.025770716794039576,0.025770716794039576,0.0256811193757948,0.08,False,False,False,0.013543141750161058,0.013543141750161058,0.030347608568962955,0.08,False,False,False,0.023918228306019692,0.023918228306019692,0.031500448380273174,0.08,False,False,False,0.02829080885724875,0.02829080885724875,0.02186852492021746,0.08,False,False,False,0.030578055171327303,0.030578055171327303,0.0019291851454547742,0.08,False,False,False,0.023970379917365805,0.023970379917365805,0.00910338257623949,0.08,False,False,False
1788412775.7454376,False,0.02702321615124109,0.02702321615124109,0.024615740287138185,0.08,False,False,False,0.01466954950865981,0.01466954950865981,-0.00418035578309423,0.08,False,False,False,0.025589793684525217,0.025589793684525217,0.04014531076321778,0.08,False,False,False,0.030284749117177167,0.030284749117177167,0.042823553132220055,0.08,False,False,False,0.032542071869324854,0.032542071869324854,0.05569172427957571,0.08,False,False,False,0.02565161249740057,0.02565161249740057,0.048948890778828046,0.08,False,False,False
1788412775.7555337,False,0.02702321615124109,0.02702321615124109,0.014285750756847716,0.08,False,False,False,0.01466954950865981,0.01466954950865981,-0.0053239046764082705,0.08,False,False,False,0.027804787251580643,0.027804787251580643,0.035436052992778494,0.08,False,False,False,0.03210374287356767,0.03210374287356767,0.042933293408593254,0.08,False,False,False,0.034620390729417916,0.034620390729417916,0.06383714128375684,0.08,False,False,False,0.02748701754913864,0.02748701754913864,0.03909650899185333,0.08,False,False,False
1788412775.7653885,False,0.02926012345585884,0.02926012345585884,0.017615551819918394,0.08,False,False,False,0.015820029260089585,0.015820029260089585,0.009524829286056094,0.08,False,False,False,0.029506466505290013,0.029506466505290013,0.00816550946724242,0.08,False,False,False,0.03396636266579972,0.03396636266579972,0.025881849938928305,0.08,False,False,False,0.03729741811923741,0.03729741811923741,0.02837773928342416,0.08,False,False,False,0.029116438820166523,0.029116438820166523,0.009133181281851005,0.08,False,False,False
1788412775.7754264,False,0.02926012345585884,0.02926012345585884,0.03235031599915271,0.08,False,False,False,0.015820029260089585,0.015820029260089585,0.03506537852981275,0.08,False,False,False,0.03120281603770145,0.03120281603770145,0.014941891809113532,0.08,False,False,False,0.035802648700327434,0.035802648700327434,0.019734286499508938,0.08,False,False,False,0.039420596815085564,0.039420596815085564,0.0021385590880651038,0.08,False,False,False,0.03089894511356924,0.03089894511356924,0.007227670027994441,0.08,False,False,False
1788412775.7855167,False,0.032212322018822515,0.032212322018822515,0.057767713795191404,0.08,False,False,False,0.0175040291327047,0.0175040291327047,0.02634946565617146,0.08,False,False,False,0.03293058117468001,0.03293058117468001,0.036894037822664115,0.08,False,False,False,0.03762587932196575,0.03762587932196575,0.03584562917509491,0.08,False,False,False,0.04165547914619633,0.04165547914619633,0.07256596327571087,0.08,False,False,False,0.03277769462935928,0.03277769462935928,0.05833973473761291,0.08,False,False,False
1788412775.7955163,False,0.032212322018822515,0.032212322018822515,0.038337077619884766,0.08,False,False,False,0.0175040291327047,0.0175040291327047,0.00690311816518431,0.08,False,False,False,0.03264318255689958,0.03264318255689958,0.0510724266427053,0.08,False,False,False,0.03735433752393023,0.03735433752393023,0.05387035807037611,0.08,False,False,False,0.04407809325581156,0.04407809325581156,0.07784027668557093,0.08,False,False,False,0.03489054470972731,0.03489054470972731,0.052879223048865505,0.08,False,False,False
