stamp,load_s_reference,load_velocity_reference,evaluation_active
1788955055.0975564,nan,nan,False
1788955055.1076303,nan,nan,False
1788955055.1176734,nan,nan,False
1788955055.1276386,nan,nan,False
1788955055.1375237,nan,nan,False
1788955055.1475415,nan,nan,False
1788955055.157517,nan,nan,False
1788955055.1674984,nan,nan,False
1788955055.1775255,nan,nan,False
1788955055.1875515,nan,nan,False
1788955055.1975327,nan,nan,False
1788955055.2075307,nan,nan,False
1788955055.2176278,nan,nan,False
1788955055.2275996,nan,nan,False
1788955055.2375216,nan,nan,False
1788955055.2475128,nan,nan,False
1788955055.257522,nan,nan,False
1788955055.2676098,nan,nan,False
1788955055.277535,nan,nan,False
1788955055.2876318,nan,nan,False
1788955055.2976282,nan,nan,False
1788955055.3075469,nan,nan,False
1788955055.3175206,nan,nan,False
1788955055.3275125,nan,nan,False
1788955055.3375058,nan,nan,False
1788955055.3475223,nan,nan,False
1788955055.3575325,nan,nan,False
1788955055.367542,nan,nan,False
1788955055.3775225,nan,nan,False
1788955055.3875117,nan,nan,False
1788955055.3975034,nan,nan,False
1788955055.407516,nan,nan,False
1788955055.4174953,nan,nan,False
1788955055.4275913,nan,nan,False
1788955055.4376144,nan,nan,False
1788955055.447543,nan,nan,False
1788955055.457579,nan,nan,False
1788955055.4676044,nan,nan,False
1788955055.4776254,nan,nan,False
1788955055.487623,nan,nan,False
1788955055.4975426,nan,nan,False
1788955055.5075336,nan,nan,False
1788955055.5175183,nan,nan,False
1788955055.5275178,nan,nan,False
1788955055.537521,nan,nan,False
1788955055.5475314,nan,nan,False
1788955055.5575264,nan,nan,False
1788955055.5675354,nan,nan,False
1788955055.5775316,nan,nan,False
1788955055.5875294,nan,nan,False
1788955055.5975444,nan,nan,False
1788955055.6075404,nan,nan,False
1788955055.6175675,nan,nan,False
1788955055.6275084,nan,nan,False
1788955055.6375427,nan,nan,False
1788955055.6475773,nan,nan,False
1788955055.657569,nan,nan,False
1788955055.667498,nan,nan,False
1788955055.677517,nan,nan,False
1788955055.6875296,nan,nan,False
1788955055.6975164,nan,nan,False
1788955055.7075186,nan,nan,False
1788955055.7174978,nan,nan,False
1788955055.727528,nan,nan,False
1788955055.7375336,nan,nan,False
1788955055.7475133,nan,nan,False
1788955055.7575102,nan,nan,False
1788955055.767625,nan,nan,False
1788955055.7775753,nan,nan,False
1788955055.7876391,nan,nan,False
1788955055.797562,nan,nan,False
1788955055.8075356,nan,nan,False
1788955055.8175538,nan,nan,False
1788955055.8275142,nan,nan,False
1788955055.8375225,nan,nan,False
1788955055.8475218,nan,nan,False
1788955055.857551,nan,nan,False
1788955055.8675382,nan,nan,False
1788955055.8775666,nan,nan,False
1788955055.8875756,nan,nan,False
1788955055.8975227,nan,nan,False
1788955055.9075463,nan,nan,False
1788955055.9175398,nan,nan,False
1788955055.9275212,nan,nan,False
1788955055.9375205,nan,nan,False
1788955055.9475203,nan,nan,False
1788955055.957544,nan,nan,False
1788955055.9675317,nan,nan,False
1788955055.9776242,nan,nan,False
1788955055.987609,nan,nan,False
1788955055.997502,nan,nan,False
1788955056.0075324,nan,nan,False
1788955056.0175362,nan,nan,False
1788955056.0275996,nan,nan,False
1788955056.037609,nan,nan,False
1788955056.0475368,nan,nan,False
1788955056.057564,nan,nan,False
1788955056.0675323,nan,nan,False
1788955056.0775392,nan,nan,False
1788955056.0875144,nan,nan,False
1788955056.097543,nan,nan,False
1788955056.107601,nan,nan,False
1788955056.1175382,nan,nan,False
1788955056.1274922,nan,nan,False
1788955056.137562,nan,nan,False
1788955056.1475043,nan,nan,False
1788955056.1576133,nan,nan,False
1788955056.1674926,nan,nan,False
1788955056.1775792,nan,nan,False
1788955056.1875281,nan,nan,False
1788955056.197523,nan,nan,False
1788955056.2074864,nan,nan,False
1788955056.2175741,nan,nan,False
1788955056.2274885,nan,nan,False
1788955056.237528,nan,nan,False
1788955056.2475402,nan,nan,False
1788955056.2575538,nan,nan,False
1788955056.2675426,nan,nan,False
1788955056.277521,nan,nan,False
1788955056.2875085,nan,nan,False
1788955056.297531,nan,nan,False
1788955056.3075588,nan,nan,False
1788955056.317592,nan,nan,False
1788955056.327529,nan,nan,False
1788955056.3376327,nan,nan,False
1788955056.347688,nan,nan,False
1788955056.3576248,nan,nan,False
1788955056.3674865,nan,nan,False
1788955056.3775363,nan,nan,False
1788955056.3875225,nan,nan,False
1788955056.3976142,nan,nan,False
1788955056.407579,nan,nan,False
1788955056.4176824,nan,nan,False
1788955056.4275837,nan,nan,False
1788955056.4375422,nan,nan,False
1788955056.447508,nan,nan,False
1788955056.4576156,nan,nan,False
1788955056.4674976,nan,nan,False
1788955056.477494,nan,nan,False
1788955056.4874942,nan,nan,False
1788955056.4974914,nan,nan,False
1788955056.5074904,nan,nan,False
1788955056.51749,nan,nan,False
1788955056.5274992,nan,nan,False
1788955056.5375547,nan,nan,False
1788955056.5476043,nan,nan,False
1788955056.5576184,nan,nan,False
1788955056.5674915,nan,nan,False
1788955056.5774934,nan,nan,False
1788955056.587592,nan,nan,False
1788955056.5980468,nan,nan,False
1788955056.6075099,nan,nan,False
1788955056.6175067,nan,nan,False
1788955056.6275446,nan,nan,False
1788955056.6375484,nan,nan,False
1788955056.6475453,nan,nan,False
1788955056.6575513,nan,nan,False
1788955056.6675193,nan,nan,False
1788955056.677578,nan,nan,False
1788955056.6875222,nan,nan,False
1788955056.6975446,nan,nan,False
1788955056.7075179,nan,nan,False
1788955056.717524,nan,nan,False
1788955056.7275817,nan,nan,False
1788955056.7374928,nan,nan,False
1788955056.7476327,nan,nan,False
1788955056.757491,nan,nan,False
1788955056.7674978,nan,nan,False
1788955056.7776065,nan,nan,False
1788955056.7876294,nan,nan,False
1788955056.7976153,nan,nan,False
1788955056.8075507,nan,nan,False
1788955056.8175507,nan,nan,False
1788955056.8275597,nan,nan,False
1788955056.8375366,nan,nan,False
1788955056.8475406,nan,nan,False
1788955056.857543,nan,nan,False
1788955056.8676307,nan,nan,False
1788955056.8776152,nan,nan,False
1788955056.8876069,nan,nan,False
1788955056.897564,nan,nan,False
1788955056.907614,nan,nan,False
1788955056.9176264,nan,nan,False
1788955056.9275248,nan,nan,False
1788955056.937625,nan,nan,False
1788955056.9476094,nan,nan,False
1788955056.957615,nan,nan,False
1788955056.9675004,nan,nan,False
1788955056.9774988,nan,nan,False
1788955056.9875274,nan,nan,False
1788955056.9975293,nan,nan,False
1788955057.0075324,nan,nan,False
1788955057.0176008,nan,nan,False
1788955057.0275297,nan,nan,False
1788955057.0376074,nan,nan,False
1788955057.0475736,nan,nan,False
1788955057.0575714,nan,nan,False
1788955057.0675378,nan,nan,False
1788955057.0775356,nan,nan,False
1788955057.087526,nan,nan,False
1788955057.097531,nan,nan,False
1788955057.1075256,nan,nan,False
1788955057.1176333,nan,nan,False
1788955057.1275632,nan,nan,False
1788955057.137637,nan,nan,False
1788955057.1476145,nan,nan,False
1788955057.1576252,nan,nan,False
1788955057.1675274,nan,nan,False
1788955057.1775377,nan,nan,False
1788955057.1876452,nan,nan,False
1788955057.1975112,nan,nan,False
1788955057.2075393,nan,nan,False
1788955057.2175367,nan,nan,False
1788955057.2276216,nan,nan,False
1788955057.2375383,nan,nan,False
1788955057.2475173,nan,nan,False
1788955057.2575264,nan,nan,False
1788955057.267521,nan,nan,False
1788955057.2775328,nan,nan,False
1788955057.2875183,nan,nan,False
1788955057.297589,nan,nan,False
1788955057.307536,nan,nan,False
1788955057.317531,nan,nan,False
1788955057.3275323,nan,nan,False
1788955057.337503,nan,nan,False
1788955057.3475258,nan,nan,False
1788955057.35754,nan,nan,False
1788955057.3675256,nan,nan,False
1788955057.377523,nan,nan,False
1788955057.387624,nan,nan,False
1788955057.3976133,nan,nan,False
1788955057.4075224,nan,nan,False
1788955057.4175391,nan,nan,False
1788955057.427515,nan,nan,False
1788955057.4375167,nan,nan,False
1788955057.4475238,nan,nan,False
1788955057.4575815,nan,nan,False
1788955057.4675136,nan,nan,False
1788955057.477524,nan,nan,False
1788955057.4875286,nan,nan,False
1788955057.4975114,nan,nan,False
1788955057.5075223,nan,nan,False
1788955057.5175204,nan,nan,False
1788955057.5275447,nan,nan,False
1788955057.5375159,nan,nan,False
1788955057.547605,nan,nan,False
1788955057.557643,nan,nan,False
1788955057.5675244,nan,nan,False
1788955057.5775445,nan,nan,False
1788955057.5875454,nan,nan,False
1788955057.597526,nan,nan,False
1788955057.6076474,nan,nan,False
1788955057.6176543,nan,nan,False
1788955057.6275446,nan,nan,False
1788955057.6375442,nan,nan,False
1788955057.6475315,nan,nan,False
1788955057.6576433,nan,nan,False
1788955057.667501,nan,nan,False
1788955057.6775475,nan,nan,False
1788955057.6875966,nan,nan,False
1788955057.697555,nan,nan,False
1788955057.7075877,nan,nan,False
1788955057.717553,nan,nan,False
1788955057.7275903,nan,nan,False
1788955057.7376125,nan,nan,False
1788955057.7476509,nan,nan,False
1788955057.7575402,nan,nan,False
1788955057.76757,nan,nan,False
1788955057.7777388,nan,nan,False
1788955057.787656,nan,nan,False
1788955057.797642,nan,nan,False
1788955057.807613,nan,nan,False
1788955057.817558,nan,nan,False
1788955057.827571,nan,nan,False
1788955057.8375835,nan,nan,False
1788955057.8475466,nan,nan,False
1788955057.85762,nan,nan,False
1788955057.8675392,nan,nan,False
1788955057.8776202,nan,nan,False
1788955057.8875222,nan,nan,False
1788955057.8975499,nan,nan,False
1788955057.9075468,nan,nan,False
1788955057.9175446,nan,nan,False
1788955057.9275234,nan,nan,False
1788955057.9375536,0.0,6.121334871654533e-15,True
1788955057.9476225,5.183833251426703e-10,4.061148956493818e-07,True
1788955057.9575195,4.565251657445874e-09,1.3612084334803365e-06,True
1788955057.967577,4.565251657445874e-09,1.3612084334803365e-06,True
1788955057.977552,5.023325248907656e-08,6.220559051060799e-06,True
1788955057.9876568,1.1245775349919978e-07,1.0688585495018782e-05,True
1788955057.9975448,2.19504781630067e-07,1.6838775314953827e-05,True
1788955058.007524,2.19504781630067e-07,1.6838775314953827e-05,True
1788955058.0175297,3.872895550743521e-07,2.4995708270381818e-05,True
1788955058.0276053,6.376554425869324e-07,3.537512069823635e-05,True
1788955058.0376275,9.916313523359711e-07,4.822755525802131e-05,True
1788955058.0475104,1.4740875171106256e-06,6.379813027397213e-05,True
1788955058.0575485,2.112406886142669e-06,8.235964427129327e-05,True
1788955058.067582,2.938131254984639e-06,0.00010400594476877254,True
1788955058.0775557,3.9761967006992575e-06,0.00012911238673627941,True
1788955058.0875728,5.268715240063577e-06,0.00015790418607073022,True
1788955058.0975394,6.8531637401019405e-06,0.00019029031025975495,True
1788955058.1076488,8.749068726249378e-06,0.00022708083159015153,True
1788955058.117563,1.1036331546288747e-05,0.00026726882603282323,True
1788955058.127534,1.3674127861378394e-05,0.0003129804847830628,True
1788955058.1375484,1.6845422654193804e-05,0.0003622518397231795,True
1788955058.1474984,2.0436826516408095e-05,0.000416624883901205,True
1788955058.1574934,2.459914699938984e-05,0.00047574590965727596,True
1788955058.1674926,2.933986079143448e-05,0.000540143345870295,True
1788955058.1774907,3.4741131666990324e-05,0.0006100223904302408,True
1788955058.1874976,4.086203716039549e-05,0.0006850648359676223,True
1788955058.1974921,4.7713145883641486e-05,0.0007654054592544651,True
1788955058.2075377,5.534640134823636e-05,0.000851596415276133,True
1788955058.217532,6.385963357969748e-05,0.0009448212235764107,True
1788955058.2276366,7.342789385530798e-05,0.0010428296138955513,True
1788955058.2375107,8.385491982779377e-05,0.0011467803690222737,True
1788955058.247525,9.531003209967254e-05,0.0012561202323227083,True
1788955058.257498,0.00010777289025767061,0.0013730786641720206,True
1788955058.2674983,0.00012156182540773984,0.001495906066338225,True
1788955058.277566,0.00013651742155267244,0.001625220631059944,True
1788955058.2875314,0.00015276751345123088,0.0017611835966323639,True
1788955058.2975588,0.0001703871972516611,0.0019029549801318605,True
1788955058.3075504,0.00018931365636988605,0.002052217163708116,True
1788955058.3175206,0.00020983537446697404,0.0022084736182599483,True
1788955058.3275454,0.00023194414546796104,0.0023730342628495143,True
1788955058.3375537,0.00025589979346150816,0.002541384214434521,True
1788955058.3477266,0.00028107144169021775,0.0027192643229604907,True
1788955058.3575594,0.0003084034173044668,0.0029024140369269843,True
1788955058.3675237,0.0003372855977007765,0.003094293226151576,True
1788955058.377626,0.00036834275270244244,0.0032919818000496683,True
1788955058.3875375,0.0004011528522415253,0.00349759962344558,True
1788955058.3975172,0.00043613939024124616,0.0037105743129102514,True
1788955058.4075327,0.00047327309625837076,0.003932802701323255,True
1788955058.4175246,0.0005129743698447751,0.00415785894484145,True
1788955058.4275012,0.0005541152032720409,0.004391686300706569,True
1788955058.43749,0.0005978618533014638,0.004634279652895557,True
1788955058.447494,0.0006443012884640211,0.004883932470342914,True
1788955058.4575636,0.0006931761388922395,0.0051424324134191545,True
1788955058.4675179,0.0007449247808114482,0.005407773194106045,True
1788955058.4775393,0.0007992142487041506,0.0056773339863593585,True
1788955058.4876199,0.0008555444840047769,0.005956578607185935,True
1788955058.4975848,0.000915153550576796,0.006244850299563621,True
1788955058.5076575,0.0009779996819255564,0.006535397063274248,True
1788955058.5176175,0.0010426301971741886,0.0068366311440086515,True
1788955058.5275486,0.0011110239508516871,0.007146932463924376,True
1788955058.5376313,0.0011829174316388,0.007461685050208955,True
1788955058.5475338,0.0012572888673195882,0.007789224693045272,True
1788955058.5575325,0.0013362482769791115,0.008117136227969772,True
1788955058.567517,0.001416811194961433,0.008455351877909497,True
1788955058.5775273,0.0015015225075172736,0.008800426511353168,True
1788955058.5876057,0.0015896032571376154,0.009152668527124546,True
1788955058.5975564,0.001681214018821951,0.00951100818412175,True
1788955058.6075044,0.0017761472815100176,0.00987769805032353,True
1788955058.6175544,0.0018750971612399258,0.010249627264130713,True
1788955058.6275163,0.0019772896964268876,0.010630312803082942,True
1788955058.637507,0.0020837945240128426,0.01101341690613743,True
1788955058.6475186,0.0021928728257820085,0.011411531244714494,True
1788955058.657521,0.00230828812845702,0.011811228830233259,True
1788955058.667521,0.002426190850126218,0.012217653650287541,True
1788955058.6775537,0.0025481728938006347,0.012631347318682401,True
1788955058.6875968,0.002674493124758274,0.0130584940464531,True
1788955058.6975362,0.002807220076118233,0.01347841421883818,True
1788955058.7075434,0.0029398612717515473,0.013912093362605743,True
1788955058.7175329,0.0030791918328003922,0.01434752208870249,True
1788955058.7275727,0.0032214064947442256,0.014797385943083963,True
1788955058.7375371,0.0033708335758537637,0.015244523386679311,True
1788955058.7475293,0.003521773611214926,0.01570581946268986,True
1788955058.7575061,0.003680098354534935,0.01616879396366942,True
1788955058.7675006,0.003841586997617233,0.016638408195429475,True
1788955058.7775197,0.004008059229858147,0.017114384704145814,True
1788955058.7875257,0.004179521079281792,0.017593780726720912,True
1788955058.7974918,0.00435497804852174,0.018078711881338357,True
1788955058.80752,0.004535290239574001,0.018568966875925158,True
1788955058.8175373,0.004720471861399528,0.019066902239604208,True
1788955058.827518,0.004911540240062978,0.019570793063737883,True
1788955058.8375697,0.0051079487855212454,0.020079035294368847,True
1788955058.8475745,0.00530916077812708,0.020591107016999996,True
1788955058.8575685,0.005515046459462128,0.02111199882112819,True
1788955058.8675327,0.005727761163616363,0.021629119812772653,True
1788955058.877621,0.005942155098612353,0.0221559739970705,True
1788955058.8875744,0.006163960548334685,0.02268630376472214,True
1788955058.8975892,0.006390648992188133,0.023216866513777416,True
1788955058.9076886,0.00662086651186409,0.0237613197622232,True
1788955058.917569,0.00686076131893253,0.024304634143261557,True
1788955058.927539,0.0071037792968571,0.024851755930714755,True
1788955058.9375381,0.007352202991082097,0.025398169835434543,True
1788955058.947528,0.007604011037867417,0.025953098007665147,True
1788955058.9575667,0.007863601761975682,0.026510897108520032,True
1788955058.9674911,0.008128449733278848,0.027074251958042483,True
1788955058.9775195,0.008399958860303465,0.027638388503234364,True
1788955058.9876177,0.008957898744072447,0.028776970956534483,True
1788955058.9976058,0.008957898744072447,0.028776970956534483,True
1788955059.0074897,0.009245358439329677,0.029351744196149453,True
1788955059.0175555,0.009539265378936655,0.029927780547258052,True
1788955059.027497,0.009838189258476484,0.03050704823215379,True
1788955059.037519,0.010143253822430665,0.03108933349805127,True
1788955059.0475247,0.010454461750376844,0.031672805952329276,True
1788955059.0575292,0.010770921667924944,0.03225898731648629,True
1788955059.0675452,0.011093562542548754,0.03284537370375397,True
1788955059.077553,0.011755499280039324,0.0340261969191368,True
1788955059.0875502,0.011755499280039324,0.0340261969191368,True
1788955059.097545,0.012095339392441288,0.03462144020271518,True
1788955059.1075318,0.012794939903955636,0.03581132381172544,True
1788955059.1174846,0.012794939903955636,0.03581132381172544,True
1788955059.1274996,0.013152924543609083,0.036407989274651324,True
1788955059.1375802,0.013516948331644124,0.037006974048392524,True
1788955059.1475747,0.013887827784720228,0.037606056969241956,True
1788955059.1575496,0.014264289761464738,0.03820460445827383,True
1788955059.1675403,0.014646010914091163,0.038805175888630854,True
1788955059.1776052,0.015034745488852409,0.03940389432745089,True
1788955059.187684,0.015428059124644032,0.04000616325997224,True
1788955059.1975415,0.015829650352889836,0.040606448342771086,True
1788955059.2074916,0.016235925664997344,0.04120737272996923,True
1788955059.2175615,0.016648759421079667,0.04180319812548442,True
1788955059.2275586,0.017064222094171324,0.04240910606667767,True
1788955059.237525,0.01749317069384698,0.04300273978994255,True
1788955059.247496,0.0179197515941632,0.04359832621134028,True
1788955059.2574933,0.018354217983311057,0.04419378199336424,True
1788955059.2674913,0.018795198875283196,0.04478933593085082,True
1788955059.277494,0.019242999968559688,0.04538297693224697,True
1788955059.2874875,0.01969620957950238,0.0459771609487075,True
1788955059.2974946,0.02015683921476708,0.04656778227139758,True
1788955059.3074913,0.02062178569046048,0.047158311547473714,True
1788955059.3176208,0.021093892923409758,0.04774617827248434,True
1788955059.3276205,0.021571208937052336,0.04833339553659353,True
1788955059.3375537,0.022055490033637208,0.04891646861726822,True
1788955059.3475251,0.02254392493501459,0.04950158260410381,True
1788955059.357528,0.023041873828828087,0.050078988897897685,True
1788955059.367529,0.023541073309277644,0.05065679131133648,True
1788955059.3775392,0.024048624217426404,0.051228224832063685,True
1788955059.3874965,0.024558635159942662,0.05180543149404485,True
1788955059.3974924,0.0250822131254053,0.052368268246853464,True
1788955059.407492,0.02560102513998073,0.05293325121588612,True
1788955059.4174905,0.026130342036830484,0.05349582568937963,True
1788955059.427538,0.026666112253366594,0.05405379936609072,True
1788955059.43759,0.027206328194490877,0.0546095510068218,True
1788955059.4475305,0.027753407004134523,0.055162869769047954,True
1788955059.4575028,0.028307302509632423,0.05570590853387708,True
1788955059.4675362,0.02886008572084395,0.05624865693976513,True
1788955059.4775238,0.0294219992289247,0.056792301714971044,True
1788955059.4876509,0.029994602329281837,0.0573291331264411,True
1788955059.4976358,0.03056989834567341,0.05785867310993268,True
1788955059.5075467,0.031147314653674398,0.058387101017543096,True
1788955059.5175836,0.03173372731274422,0.05890338947135365,True
1788955059.5275743,0.03231681190621776,0.05941628070330683,True
1788955059.5375485,0.03290638747929913,0.059929948496099145,True
1788955059.547503,0.0335075727200195,0.06044061698353424,True
1788955059.5575945,0.03411626056360258,0.06094583934929707,True
1788955059.5675778,0.03472966782086451,0.06143657635503626,True
1788955059.5775833,0.03533653764629722,0.06192985931954869,True
1788955059.5876179,0.0359580537000355,0.06242185052482138,True
1788955059.597569,0.03658987356370952,0.0628952895080655,True
1788955059.60758,0.03720950198053945,0.06337280364233697,True
1788955059.617723,0.037846625912018796,0.06384940343559255,True
1788955059.6275153,0.038495211472286524,0.06430399428854859,True
1788955059.6375425,0.039126069730797984,0.06475974712768662,True
1788955059.6475382,0.03977117388705069,0.06521228226316386,True
1788955059.657532,0.04042478824500225,0.06566049758389128,True
1788955059.6675193,0.04108559293192713,0.06609569690868847,True
1788955059.677524,0.04174056513394602,0.06652894450571585,True
1788955059.6875381,0.042406364190718096,0.06696058426549312,True
1788955059.697527,0.043084031685955086,0.06737508479779433,True
1788955059.7075162,0.043748870022965805,0.06779128638513104,True
1788955059.717516,0.044431130680969426,0.06819870338319156,True
1788955059.7275188,0.045113952739725564,0.0685953450132809,True
1788955059.7375288,0.04579369261772104,0.06898959992748274,True
1788955059.7475445,0.04648483263746176,0.0693764487846977,True
1788955059.7575426,0.047178818158674564,0.06975560968090047,True
1788955059.7675316,0.047875098355626894,0.07013056347197147,True
1788955059.7775452,0.04858025072188361,0.07049512695780548,True
1788955059.7875803,0.049282605303460174,0.07085765132030634,True
1788955059.7976162,0.04999844791451788,0.07120844093232022,True
1788955059.8075097,0.05070863889139669,0.07155412050858044,True
1788955059.8175304,0.0514264542295405,0.07189015151350327,True
1788955059.8275168,0.05214242370484606,0.07221799428717167,True
1788955059.8375342,0.052859384886578605,0.07254097260927125,True
1788955059.8475282,0.05358474071472867,0.07285988593710846,True
1788955059.8575625,0.05432079962496097,0.07316846569984564,True
1788955059.867553,0.055053078483069375,0.07346639352828815,True
1788955059.8776166,0.05578017229423032,0.07376035130527783,True
1788955059.8875852,0.056518395836796166,0.07404660772579755,True
1788955059.897521,0.05725864547581976,0.07432536683591805,True
1788955059.9075198,0.058001353150034164,0.07459774075558176,True
1788955059.9175203,0.05874954178382146,0.07486129594311537,True
1788955059.9274971,0.059496392658068706,0.07511781026222758,True
1788955059.9375331,0.06024673041774758,0.0753674653003245,True
1788955059.94762,0.061001116012051,0.07561089229389635,True
1788955059.9575424,0.06176161263506978,0.07584378365190275,True
1788955059.967548,0.06251429794813017,0.07607100985204407,True
1788955059.9775739,0.06327455207701756,0.07629151819152415,True
1788955059.9875433,0.06403908547832515,0.07650549793133318,True
1788955059.9975345,0.064808651910346,0.07671005320256309,True
1788955060.007522,0.06557235303636397,0.07690857944488655,True
1788955060.017533,0.06634247040558892,0.07709934728923132,True
1788955060.027517,0.06711217562548738,0.07728522661634482,True
1788955060.0375407,0.06789322615391984,0.07746016565849954,True
1788955060.0474858,0.06865944034630717,0.0776297252284478,True
1788955060.057516,0.06943427039678482,0.07779258039488897,True
1788955060.0675187,0.07021182645259909,0.07794918888155287,True
1788955060.077541,0.0709941963813665,0.07809821337832724,True
1788955060.0875185,0.07177422274921445,0.07824065284134803,True
1788955060.097485,0.07255644728986943,0.07837645172519135,True
1788955060.1075253,0.07334010701780538,0.0785068018052104,True
1788955060.1175146,0.07413203943508694,0.07862824963946856,True
1788955060.1275187,0.07490997436335865,0.07874463615890874,True
1788955060.137527,0.07569726914152314,0.07885475655508732,True
1788955060.147517,0.07648569542845843,0.07895873458737915,True
1788955060.1574857,0.07727530725153994,0.07905664541396823,True
1788955060.1675212,0.07806573741202293,0.07914868265879718,True
1788955060.1774862,0.07885753972525998,0.0792346489006668,True
1788955060.187521,0.079647666614047,0.07931539892308767,True
1788955060.1974952,0.08044287828267213,0.07939036390964567,True
1788955060.2074902,0.08123634209915252,0.07945992460046386,True
1788955060.2174854,0.08203019601106441,0.0795244451137877,True
1788955060.2274997,0.0828270669756782,0.07958370664369252,True
1788955060.2374947,0.08362228591546562,0.0796382105846925,True
1788955060.2474973,0.08442035364367778,0.07968782449852105,True
1788955060.2574933,0.08521684524333853,0.07973288103100579,True
1788955060.2675428,0.08601398062167921,0.07977344384808156,True
1788955060.2774885,0.0868093586324022,0.07981000259378299,True
1788955060.2875392,0.08760917361567577,0.07984257964709067,True
1788955060.297583,0.08841052380631141,0.07987116484311482,True
1788955060.3076053,0.08920757030069791,0.07989645701676067,True
1788955060.3174906,0.09001500988754357,0.07991788081312501,True
1788955060.3275316,0.09080637024947699,0.07993634260124287,True
1788955060.3375945,0.09160483431169882,0.0799518603512805,True
1788955060.347494,0.09240311693940245,0.07996474505423055,True
1788955060.3574996,0.09320641366105005,0.07997505575879059,True
1788955060.367494,0.09400282478020969,0.07998316892081368,True
1788955060.3775167,0.0948003609524698,0.07998935404687699,True
1788955060.3874874,0.09560299764784626,0.07999380493022971,True
1788955060.3978477,0.09640319823681634,0.0799968030747664,True
1788955060.4074874,0.09720060924975052,0.07999864329370579,True
1788955060.4176219,0.09800056376322891,0.07999959557559405,True
1788955060.4276335,0.09880037371992513,0.07999994923065536,True
1788955060.4375393,0.09960065905205029,0.08,True
1788955060.447492,0.10040054185205029,0.08,True
1788955060.4575918,0.1012008029720503,0.08,True
1788955060.4675333,0.10200103649205029,0.08,True
1788955060.4775445,0.10280819441205029,0.08,True
1788955060.4874952,0.10360150865205028,0.08,True
1788955060.4975061,0.10440296305205028,0.08,True
1788955060.5075352,0.10520482177205029,0.08,True
1788955060.5175035,0.1060011426520503,0.08,True
1788955060.5275285,0.1068001656120503,0.08,True
1788955060.5375307,0.1076115174520503,0.08,True
1788955060.5475307,0.1084116492120503,0.08,True
1788955060.5575774,0.10920341441205031,0.08,True
1788955060.567506,0.11000995921205031,0.08,True
1788955060.5776527,0.11081274425205032,0.08,True
1788955060.5876496,0.11160408993205032,0.08,True
1788955060.5975025,0.11241413097205032,0.08,True
1788955060.6075566,0.11321126577205032,0.08,True
1788955060.6175401,0.11400390921205032,0.08,True
1788955060.627521,0.11480391777205032,0.08,True
1788955060.6375287,0.11560339745205032,0.08,True
1788955060.6475408,0.11640895937205033,0.08,True
1788955060.6575391,0.11720764201205033,0.08,True
